time	aortic_valve_pos	mitral_valve_pos	muscle_length	muscle_stress	muscle_ATP_used_per_liter_per_s	muscle_ATP_concentration	hr_new_beat	hr_heart_rate_bpm	memb_Ca_cytosol	memb_Ca_sr	memb_activation	memb_t_open_left_s	memb_k_serca	memb_k_leak	memb_k_active	memb_J_release	memb_J_uptake	mito_volume	mito_ATP_generated_M_per_liter_per_s	fs_muscle_length	fs_muscle_stress	fs_hs_length	fs_hs_stress_titin	fs_hs_stress_extracellular	fs_hs_stress_viscous	fs_hs_stress_total	fs_hs_a_pop_0	fs_hs_a_pop_1	fs_hs_m_pop_0	fs_hs_m_pop_1	fs_hs_m_pop_2	fs_hs_m_pop_3	fs_hs_c_pop_0	fs_hs_c_pop_1	fs_hs_c_pop_2	fs_sc_extension	fs_sc_last_extension	fs_sc_force	vent_wall_volume	vent_wall_thickness	vent_chamber_radius	vent_chamber_height	vent_n_hs	vent_stroke_work_J	vent_stroke_energy_used_J	vent_efficiency	vent_ejection_fraction	vent_ATP_used_per_s	vent_stroke_volume	vent_cardiac_output	rc_1_C	rc_heart_rate_t_RR_interval_s	rc_2_C	rc_membranes_k_active	rc_3_C	rc_membranes_k_serca	rc_4_C	rc_FiberSim_half_sarcomere_m_state_1_trans_1_param_1	rc_5_C	rc_FiberSim_half_sarcomere_k_on	rc_6_C	rc_circulation_resistance_4	rc_7_C	rc_circulation_compliance_7	baro_active	baro_P_set	baro_A	baro_B	gc_1_prop_signal	gc_1_deriv_signal	gc_1_output	gc_1_slope	gc_2_prop_signal	gc_2_deriv_signal	gc_2_output	gc_2_slope	growth_active	circ_blood_volume	pressure_0	pressure_1	pressure_2	pressure_3	pressure_4	pressure_5	pressure_6	volume_0	volume_1	volume_2	volume_3	volume_4	volume_5	volume_6	flow_0	flow_1	flow_2	flow_3	flow_4	flow_5	flow_6
0.11	1	1	1033.27	281.769	-0	0.00705227	0	60	4.389e-08	0.000999956	0	-0.11	8	0.0006	0.082	5.99974e-07	3.5112e-07	4.32e-05	0.0004752	1033.27	281.769	1033.25	281.713	21.2964	76.4173	402.061	0.995885	0.00411523	0.932613	0.0673011	8.57339e-05	0	0.408436	0.58642	0.00514403	0.0281769	0.0281528	281.769	0.12	0.00906761	0.0224056	0.09895	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.292332	0.5	0	0	0	0	0	0	0	0	0	4.5	2.05493	1.5915	0.990468	0.331342	1.62358	1.95008	11.0703	0.104037	0.300638	0.300795	0.100333	0.250163	0.558592	2.88544	0.450768	0.0231718	0.0150257	0.000823906	-0.00516895	-0.00652992	-0.456011
0.12	1	1	1040.75	313.836	-0	0.00705702	0	60	4.62816e-08	0.000999954	0	-0.12	8	0.0006	0.082	5.99972e-07	3.70253e-07	4.32e-05	0.0004752	1040.75	313.836	1040.72	307.14	27.4606	72.9994	440.414	0.990998	0.00900206	0.929012	0.0709877	0	0	0.417695	0.572016	0.0102881	0.0313836	0.0313583	313.836	0.12	0.00889181	0.0226882	0.100415	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.292702	0.5	0	0	0	0	0	0	0	0	0	4.5	2.20467	1.77014	1.16761	0.393428	1.75821	2.09773	10.9585	0.108258	0.300709	0.300937	0.100395	0.250176	0.563019	2.87651	0.437693	0.0217267	0.0150632	0.000967722	-0.00545914	-0.00679034	-0.44304
0.13	1	1	1047.9	349.962	-0	0.00706178	0	60	4.84893e-08	0.000999952	0	-0.13	8	0.0006	0.082	5.99971e-07	3.87915e-07	4.32e-05	0.0004752	1047.9	349.962	1047.87	332.583	34.9826	69.268	629.465	0.99177	0.00823045	0.922154	0.0775892	0	0.000257202	0.414609	0.575103	0.0102881	0.0349962	0.0349403	349.962	0.12	0.00872874	0.0229561	0.10181	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.293019	0.5	0	0	0	0	0	0	0	0	0	4.5	2.36964	1.92322	1.3393	0.459662	1.8899	2.24104	10.8499	0.112368	0.300771	0.301074	0.100461	0.250189	0.567316	2.86782	0.424013	0.0223211	0.014598	0.00109954	-0.00572093	-0.00702288	-0.430443
0.14	1	1	1054.63	387.01	-0	0.00706653	0	60	5.05273e-08	0.000999949	0	-0.14	8	0.0006	0.082	5.9997e-07	4.04218e-07	4.32e-05	0.0004752	1054.63	387.01	1054.6	357.642	43.9065	66.0058	538.83	0.993827	0.00617284	0.929184	0.0706447	8.57339e-05	8.57339e-05	0.419753	0.574074	0.00617284	0.038701	0.0386706	387.01	0.12	0.00857957	0.0232061	0.103116	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.293413	0.5	0	0	0	0	0	0	0	0	0	4.5	2.54063	2.11333	1.51148	0.529665	2.01868	2.38014	10.7448	0.116303	0.300847	0.301212	0.100531	0.250202	0.571486	2.85942	0.410209	0.021365	0.0150463	0.00122727	-0.00595605	-0.00722927	-0.418233
0.15	1	1	1061.04	437.236	-0	0.00707128	0	60	5.24085e-08	0.000999948	0	-0.15	8	0.0006	0.082	5.99969e-07	4.19268e-07	4.32e-05	0.0004752	1061.04	437.236	1061	382.508	54.4701	61.6143	700.728	0.993056	0.00694444	0.915638	0.0840192	8.57339e-05	0.000257202	0.409465	0.582305	0.00823045	0.0437236	0.0436709	437.236	0.12	0.00844136	0.0234422	0.104355	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.293784	0.5	0	0	0	0	0	0	0	0	0	4.5	2.78179	2.29257	1.68263	0.603149	2.14462	2.51517	10.6429	0.120106	0.300919	0.301349	0.100605	0.250215	0.575535	2.85127	0.393055	0.0244613	0.0152486	0.00134935	-0.00616587	-0.00741098	-0.406387
0.16	1	1	1067.12	465.689	-0	0.00707603	0	60	5.41451e-08	0.000999946	0	-0.16	8	0.0006	0.082	5.99968e-07	4.33161e-07	4.32e-05	0.0004752	1067.12	465.689	1067.07	407.116	66.8044	59.6933	590.532	0.994342	0.00565844	0.914952	0.0848765	8.57339e-05	8.57339e-05	0.398148	0.595679	0.00617284	0.0465689	0.046544	465.689	0.12	0.00831369	0.0236643	0.105524	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.294141	0.5	0	0	0	0	0	0	0	0	0	4.5	2.8836	2.46454	1.85712	0.679837	2.26778	2.64625	10.5443	0.123766	0.300987	0.301488	0.100681	0.250227	0.579465	2.84339	0.383033	0.020953	0.0151856	0.0014716	-0.00635176	-0.0075694	-0.394901
0.17	1	1	1072.94	502.663	-0	0.00708078	0	60	5.57482e-08	0.000999944	0	-0.17	8	0.0006	0.082	5.99967e-07	4.45986e-07	4.32e-05	0.0004752	1072.94	502.663	1072.89	431.653	81.2093	56.9818	667.661	0.99177	0.00823045	0.920439	0.0792181	0.000171468	0.000171468	0.409465	0.585391	0.00514403	0.0502663	0.0502333	502.663	0.12	0.00819419	0.0238758	0.106641	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.294459	0.5	0	0	0	0	0	0	0	0	0	4.5	3.02931	2.61736	2.02517	0.759439	2.38821	2.7735	10.4485	0.127321	0.301048	0.301623	0.100761	0.250239	0.58328	2.83573	0.370959	0.0205974	0.0148048	0.00158216	-0.0065151	-0.00770577	-0.383749
0.18	1	1	1078.42	566.915	-0	0.00708544	0	60	5.7228e-08	0.000999943	0	-0.18	8	0.0006	0.082	5.99966e-07	4.57824e-07	4.32e-05	0.0004752	1078.42	566.915	1078.36	455.651	97.5651	52.2623	910.009	0.993313	0.00668724	0.91358	0.0857339	8.57339e-05	0.000600137	0.395062	0.597737	0.00720165	0.0566915	0.0566229	566.915	0.12	0.00808412	0.0240736	0.107689	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.294864	0.5	0	0	0	0	0	0	0	0	0	4.5	3.32852	2.81253	2.19125	0.841634	2.50598	2.89706	10.3559	0.130711	0.301127	0.301756	0.100843	0.250251	0.586985	2.82833	0.351369	0.0257995	0.0155319	0.00168702	-0.00665738	-0.00782156	-0.372942
0.19	1	1	1083.48	621.767	-0	0.0070902	0	60	5.85941e-08	0.000999941	0	-0.19	8	0.0006	0.082	5.99965e-07	4.68753e-07	4.32e-05	0.0004752	1083.48	621.767	1083.42	478.658	115.56	49.0119	845.812	0.992541	0.00745885	0.912209	0.0872771	0.000171468	0.000342936	0.37963	0.616255	0.00411523	0.0621767	0.0621319	621.767	0.12	0.00798461	0.0242552	0.108654	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.295362	0.5	0	0	0	0	0	0	0	0	0	4.5	3.5718	3.05192	2.37358	0.926277	2.62113	3.01703	10.267	0.13388	0.301223	0.301902	0.100928	0.250262	0.590582	2.82122	0.334762	0.0259942	0.0169584	0.00180913	-0.00677942	-0.00791798	-0.3625
0.2	1	1	1088.3	654.08	-0	0.00709476	0	60	5.98551e-08	0.00099994	0	-0.2	8	0.0006	0.082	5.99964e-07	4.78841e-07	4.32e-05	0.0004752	1088.3	654.08	1088.24	501.397	135.797	47.5146	809.938	0.992541	0.00745885	0.909122	0.0906207	0	0.000257202	0.407407	0.588477	0.00411523	0.065408	0.0653769	654.08	0.12	0.0078916	0.0244275	0.109572	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.295731	0.5	0	0	0	0	0	0	0	0	0	4.5	3.67949	3.22916	2.56293	1.01332	2.73377	3.13355	10.1811	0.136935	0.301293	0.302053	0.101015	0.250274	0.594075	2.81436	0.325082	0.0225168	0.0166558	0.00193702	-0.00688182	-0.00799562	-0.352379
0.21	1	1	1092.98	694.308	-0	0.00709942	0	60	6.10191e-08	0.000999939	0	-0.21	8	0.0006	0.082	5.99963e-07	4.88153e-07	4.32e-05	0.0004752	1092.98	694.308	1092.91	524.158	158.735	45.1702	978.642	0.988426	0.0115741	0.903635	0.0955933	0.000257202	0.000514403	0.388889	0.597737	0.0133745	0.0694308	0.069374	694.308	0.12	0.00780317	0.0245934	0.110458	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.296016	0.5	0	0	0	0	0	0	0	0	0	4.5	3.82372	3.36557	2.73931	1.10248	2.84396	3.24672	10.0976	0.139924	0.301348	0.302194	0.101104	0.250285	0.597469	2.80768	0.313694	0.022908	0.0156564	0.00204603	-0.00696589	-0.00805532	-0.342544
0.22	1	1	1097.35	740.632	-0	0.00710408	0	60	6.20937e-08	0.000999938	0	-0.22	8	0.0006	0.082	5.99963e-07	4.96749e-07	4.32e-05	0.0004752	1097.35	740.632	1097.28	546.225	183.72	42.7684	955.741	0.988683	0.0113169	0.912037	0.0871914	0.000342936	0.000428669	0.395062	0.591564	0.0133745	0.0740632	0.0740202	740.632	0.12	0.00772171	0.0247482	0.111286	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.2964	0.5	0	0	0	0	0	0	0	0	0	4.5	4.0037	3.54985	2.91222	1.19345	2.95172	3.35665	10.0171	0.142754	0.301421	0.302333	0.101195	0.250295	0.600764	2.80124	0.300668	0.0226924	0.0159408	0.00214846	-0.00703309	-0.00809855	-0.33302
0.23	1	1	1101.42	817.913	-0	0.00710865	0	60	6.30856e-08	0.000999937	0	-0.23	8	0.0006	0.082	5.99962e-07	5.04685e-07	4.32e-05	0.0004752	1101.42	817.913	1101.34	567.335	210.399	38.3235	1118.91	0.989455	0.0105453	0.89832	0.10108	8.57339e-05	0.000514403	0.411523	0.576132	0.0123457	0.0817913	0.0817311	817.913	0.12	0.00764717	0.0248914	0.112054	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.29687	0.5	0	0	0	0	0	0	0	0	0	4.5	4.34307	3.77535	3.08841	1.28602	3.05711	3.46343	9.9396	0.145407	0.301512	0.302474	0.101288	0.250306	0.603966	2.79505	0.279827	0.0283859	0.0171735	0.00225298	-0.00708435	-0.00812643	-0.323808
0.24	1	1	1105.14	877.516	-0.000460799	0.00711313	0	60	6.40013e-08	0.000999936	0	-0.24	8	0.0006	0.082	5.99962e-07	5.1201e-07	4.32e-05	0.0004752	1105.14	877.516	1105.05	587.246	238.202	35.5889	1130.58	0.985854	0.0141461	0.89832	0.100909	0.000171468	0.000600137	0.416667	0.570988	0.0123457	0.0877516	0.087701	877.516	0.12	0.00757998	0.0250219	0.112756	163805	0.0226478	-0.0821145	0.275808	0.704819	-5.52959e-05	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.297375	0.5	0	0	0	0	0	0	0	0	0	4.5	4.58734	4.0173	3.28257	1.38019	3.16021	3.5672	9.86557	0.147857	0.301609	0.302629	0.101382	0.250316	0.607077	2.78913	0.263911	0.028502	0.0183682	0.00237798	-0.0071201	-0.00813972	-0.314918
0.25	1	1	1108.55	932.922	-0	0.00711788	0	60	6.48465e-08	0.000999935	0	-0.25	8	0.0006	0.082	5.99961e-07	5.18772e-07	4.32e-05	0.0004752	1108.55	932.922	1108.46	606.029	266.932	33.3115	1048.93	0.990226	0.00977366	0.905007	0.0945645	8.57339e-05	0.000342936	0.429012	0.564815	0.00617284	0.0932922	0.093269	932.922	0.12	0.00751915	0.0251413	0.113399	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.297888	0.5	0	0	0	0	0	0	0	0	0	4.5	4.80988	4.2627	3.48922	1.47595	3.26111	3.66805	9.79478	0.150122	0.301707	0.302795	0.101478	0.250326	0.610101	2.78347	0.249245	0.0273588	0.019337	0.00251659	-0.00714064	-0.00813872	-0.306336
0.26	1	1	1111.84	964.81	-0	0.00712263	0	60	6.56268e-08	0.000999934	0	-0.26	8	0.0006	0.082	5.99961e-07	5.25014e-07	4.32e-05	0.0004752	1111.84	964.81	1111.74	624.531	297.813	32.3696	1175.21	0.988169	0.0118313	0.897977	0.101337	0.000171468	0.000514403	0.420782	0.570988	0.00823045	0.096481	0.0964389	964.81	0.12	0.00746147	0.0252557	0.114016	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.298233	0.5	0	0	0	0	0	0	0	0	0	4.5	4.90412	4.42713	3.69427	1.57324	3.35989	3.76608	9.72638	0.152315	0.301772	0.302959	0.101575	0.250336	0.61304	2.778	0.241113	0.0238494	0.0183214	0.00265129	-0.00714661	-0.00812381	-0.298015
0.27	1	1	1114.98	1012.37	-0	0.00712738	0	60	6.6347e-08	0.000999934	0	-0.27	8	0.0006	0.082	5.9996e-07	5.30776e-07	4.32e-05	0.0004752	1114.98	1012.37	1114.87	642.68	330.685	30.2373	1343.23	0.992284	0.00771605	0.900206	0.0987654	0.000257202	0.000771605	0.391975	0.597737	0.0102881	0.101237	0.101171	1012.37	0.12	0.00740687	0.0253649	0.114606	163805	0.0226478	-0.0821145	0.275808	0.704819	-0	0.119388	7.16326	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.298556	0.5	0	0	0	0	0	0	0	0	0	4.5	5.07634	4.58178	3.88314	1.67176	3.4566	3.86139	9.66016	0.154429	0.301834	0.303109	0.101674	0.250346	0.615898	2.77271	0.229191	0.0247281	0.0174661	0.00276422	-0.00713935	-0.00809587	-0.289939
