time	aortic_valve_pos	mitral_valve_pos	muscle_length	muscle_stress	muscle_ATP_used_per_liter_per_s	muscle_ATP_concentration	hr_new_beat	hr_heart_rate_bpm	memb_Ca_cytosol	memb_Ca_sr	memb_activation	memb_t_open_left_s	memb_k_serca	memb_k_leak	memb_k_active	memb_J_release	memb_J_uptake	mito_volume	mito_ATP_generated_M_per_liter_per_s	fs_muscle_length	fs_muscle_stress	fs_hs_length	fs_hs_stress_titin	fs_hs_stress_extracellular	fs_hs_stress_viscous	fs_hs_stress_total	fs_hs_a_pop_0	fs_hs_a_pop_1	fs_hs_m_pop_0	fs_hs_m_pop_1	fs_hs_m_pop_2	fs_hs_m_pop_3	fs_hs_c_pop_0	fs_hs_c_pop_1	fs_hs_c_pop_2	fs_sc_extension	fs_sc_last_extension	fs_sc_force	vent_wall_volume	vent_wall_thickness	vent_chamber_radius	vent_chamber_height	vent_n_hs	vent_stroke_work_J	vent_stroke_energy_used_J	vent_efficiency	vent_ejection_fraction	vent_ATP_used_per_s	vent_stroke_volume	vent_cardiac_output	rc_1_C	rc_heart_rate_t_RR_interval_s	rc_2_C	rc_membranes_k_active	rc_3_C	rc_membranes_k_serca	rc_4_C	rc_FiberSim_half_sarcomere_m_state_1_trans_1_param_1	rc_5_C	rc_FiberSim_half_sarcomere_k_on	rc_6_C	rc_circulation_resistance_4	rc_7_C	rc_circulation_compliance_7	baro_active	baro_P_set	baro_A	baro_B	gc_1_prop_signal	gc_1_deriv_signal	gc_1_output	gc_1_slope	gc_2_prop_signal	gc_2_deriv_signal	gc_2_output	gc_2_slope	growth_active	circ_blood_volume	pressure_0	pressure_1	pressure_2	pressure_3	pressure_4	pressure_5	pressure_6	volume_0	volume_1	volume_2	volume_3	volume_4	volume_5	volume_6	flow_0	flow_1	flow_2	flow_3	flow_4	flow_5	flow_6
0.11	1	1	1033.88	257.225	-0	0.00705209	0	60	4.389e-08	0.000999956	0	-0.11	8	0.0006	0.082	5.99974e-07	3.5112e-07	4.32e-05	0.0004752	1033.88	257.225	1033.86	283.745	21.7435	78.44	383.928	0.995113	0.00488683	0.942558	0.0574417	0	0	0.147119	0.852881	0	0.0257225	0.0256972	257.225	0.12	0.00905325	0.0224286	0.0990691	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.292067	0.5	0	0	0	0	0	0	0	0	0	4.5	1.86984	1.46348	0.930694	0.330408	1.62342	1.95	11.0674	0.104376	0.300587	0.300747	0.100332	0.250163	0.55859	2.88521	0.459876	0.0203177	0.0133197	0.000750357	-0.00517204	-0.00653167	-0.455868
0.12	1	1	1041.54	286.953	-0	0.00705684	0	60	4.62816e-08	0.000999954	0	-0.12	8	0.0006	0.082	5.99972e-07	3.70253e-07	4.32e-05	0.0004752	1041.54	286.953	1041.52	309.926	28.2141	74.9997	416.729	0.996656	0.00334362	0.943759	0.0562414	0	0	0.157407	0.841564	0.00102881	0.0286953	0.0286693	286.953	0.12	0.00887356	0.0227181	0.10057	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.2924	0.5	0	0	0	0	0	0	0	0	0	4.5	2.00764	1.62454	1.0881	0.391684	1.75789	2.0976	10.9545	0.108711	0.300651	0.300873	0.100393	0.250176	0.563015	2.87618	0.447342	0.0191551	0.0134108	0.000870525	-0.00546483	-0.00679416	-0.442844
0.13	1	1	1048.9	314.925	-0	0.00706159	0	60	4.84893e-08	0.000999952	0	-0.13	8	0.0006	0.082	5.99971e-07	3.87915e-07	4.32e-05	0.0004752	1048.9	314.925	1048.87	336.244	36.1848	71.8594	490.376	0.994856	0.00514403	0.939643	0.0600995	0.000171468	8.57339e-05	0.149177	0.848765	0.00205761	0.0314925	0.0314575	314.925	0.12	0.00870656	0.0229932	0.102003	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.292673	0.5	0	0	0	0	0	0	0	0	0	4.5	2.12433	1.75623	1.24094	0.456908	1.88936	2.24083	10.8446	0.112946	0.300704	0.300995	0.100458	0.250189	0.56731	2.8674	0.436016	0.018405	0.0128824	0.000980036	-0.00572982	-0.0070294	-0.430191
0.14	1	1	1055.89	352.089	-0	0.00706616	0	60	5.05273e-08	0.000999949	0	-0.14	8	0.0006	0.082	5.9997e-07	4.04218e-07	4.32e-05	0.0004752	1055.89	352.089	1055.85	362.447	45.8065	68.1662	522.787	0.99537	0.00462963	0.934499	0.065415	0	8.57339e-05	0.140947	0.859053	0	0.0352089	0.0351747	352.089	0.12	0.00855239	0.0232524	0.103359	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.292994	0.5	0	0	0	0	0	0	0	0	0	4.5	2.29687	1.9111	1.38927	0.525688	2.01788	2.37984	10.738	0.117042	0.300766	0.301114	0.100527	0.250202	0.571477	2.85887	0.422056	0.0192885	0.0130457	0.00107948	-0.00596878	-0.00723907	-0.417908
0.15	1	1	1062.51	396.686	-0	0.00707091	0	60	5.24085e-08	0.000999948	0	-0.15	8	0.0006	0.082	5.99969e-07	4.19268e-07	4.32e-05	0.0004752	1062.51	396.686	1062.47	388.388	57.2377	64.1547	603.408	0.99537	0.00462963	0.924554	0.0751886	8.57339e-05	0.000171468	0.157407	0.841564	0.00102881	0.0396686	0.0396273	396.686	0.12	0.00841033	0.023496	0.104638	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.293346	0.5	0	0	0	0	0	0	0	0	0	4.5	2.50741	2.08122	1.54035	0.597724	2.1435	2.51474	10.6346	0.120986	0.300834	0.301235	0.100599	0.250215	0.575522	2.85061	0.406362	0.0213094	0.0135218	0.00117828	-0.00618311	-0.00742474	-0.405995
0.16	1	1	1068.79	433.388	-0	0.00707566	0	60	5.41451e-08	0.000999946	0	-0.16	8	0.0006	0.082	5.99968e-07	4.33161e-07	4.32e-05	0.0004752	1068.79	433.388	1068.75	414.084	70.6738	61.2732	677.514	0.99357	0.00643004	0.926612	0.0730453	8.57339e-05	0.000257202	0.167695	0.832305	0	0.0433388	0.0432899	433.388	0.12	0.00827915	0.0237252	0.105846	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.293695	0.5	0	0	0	0	0	0	0	0	0	4.5	2.65985	2.24941	1.69718	0.672794	2.26629	2.64567	10.5346	0.124782	0.300901	0.30136	0.100674	0.250227	0.579448	2.84261	0.393736	0.0205221	0.0138056	0.00128049	-0.00637398	-0.00758766	-0.394445
0.17	1	1	1074.72	483.999	-0	0.00708042	0	60	5.57482e-08	0.000999944	0	-0.17	8	0.0006	0.082	5.99967e-07	4.45986e-07	4.32e-05	0.0004752	1074.72	483.999	1074.67	439.346	86.1967	57.4507	713.214	0.996656	0.00334362	0.930727	0.06893	8.57339e-05	0.000257202	0.148148	0.851852	0	0.0483999	0.0483541	483.999	0.12	0.00815836	0.02394	0.106981	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.294091	0.5	0	0	0	0	0	0	0	0	0	4.5	2.89164	2.44027	1.8579	0.750684	2.38632	2.77276	10.4378	0.128414	0.300978	0.301489	0.100752	0.250239	0.583258	2.83487	0.377307	0.0225683	0.0145593	0.00138402	-0.00654252	-0.00772895	-0.383251
0.18	1	1	1080.35	523.692	-0	0.00708517	0	60	5.7228e-08	0.000999943	0	-0.18	8	0.0006	0.082	5.99966e-07	4.57824e-07	4.32e-05	0.0004752	1080.35	523.692	1080.3	464.374	104.103	54.7802	761.392	0.991255	0.00874486	0.927641	0.0719307	0.000171468	0.000257202	0.154321	0.845679	0	0.0523692	0.0523217	523.692	0.12	0.00804605	0.024143	0.108058	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.294442	0.5	0	0	0	0	0	0	0	0	0	4.5	3.05007	2.60916	2.02333	0.831214	2.50365	2.89613	10.3441	0.131916	0.301045	0.301621	0.100833	0.250251	0.586957	2.82738	0.364699	0.0220452	0.0146459	0.00149014	-0.00668975	-0.00784964	-0.372396
0.19	1	1	1085.71	558.324	-0	0.00708992	0	60	5.85941e-08	0.000999941	0	-0.19	8	0.0006	0.082	5.99965e-07	4.68753e-07	4.32e-05	0.0004752	1085.71	558.324	1085.65	489.101	124.526	52.7323	683.144	0.994084	0.00591564	0.931241	0.0685871	0.000171468	0	0.148148	0.850823	0.00102881	0.0558324	0.0558075	558.324	0.12	0.00794167	0.0243348	0.109078	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.294792	0.5	0	0	0	0	0	0	0	0	0	4.5	3.17768	2.77767	2.18926	0.914162	2.61837	3.0159	10.2533	0.135284	0.301112	0.301754	0.100916	0.250262	0.590548	2.82012	0.353783	0.0200002	0.0147103	0.00159387	-0.00681681	-0.00795078	-0.361871
0.2	1	1	1090.87	594.431	-0	0.00709458	0	60	5.98551e-08	0.00099994	0	-0.2	8	0.0006	0.082	5.99964e-07	4.78841e-07	4.32e-05	0.0004752	1090.87	594.431	1090.81	513.852	147.984	50.4707	759.115	0.994599	0.00540123	0.929012	0.0709019	0	8.57339e-05	0.134774	0.865226	0	0.0594431	0.0594101	594.431	0.12	0.00784305	0.0245186	0.110058	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.295071	0.5	0	0	0	0	0	0	0	0	0	4.5	3.30608	2.91192	2.34845	0.999279	2.73051	3.13219	10.1652	0.138571	0.301166	0.301881	0.101001	0.250273	0.594034	2.81307	0.342954	0.0197081	0.0140866	0.00168646	-0.00692494	-0.00803347	-0.351648
0.21	1	1	1095.74	651.248	-0	0.00709924	0	60	6.10191e-08	0.000999939	0	-0.21	8	0.0006	0.082	5.99963e-07	4.88153e-07	4.32e-05	0.0004752	1095.74	651.248	1095.68	538.064	174.137	46.9296	850.656	0.992798	0.00720165	0.92404	0.0757888	0	0.000171468	0.144033	0.855967	0	0.0651248	0.0650849	651.248	0.12	0.00775168	0.0246912	0.110981	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.295438	0.5	0	0	0	0	0	0	0	0	0	4.5	3.54519	3.08848	2.50403	1.08627	2.84014	3.24509	10.0799	0.141708	0.301237	0.302006	0.101088	0.250284	0.597419	2.80626	0.326735	0.0228359	0.0146112	0.0017722	-0.00701547	-0.008099	-0.34174
0.22	1	1	1100.33	691.726	-0	0.00710399	0	60	6.20937e-08	0.000999938	0	-0.22	8	0.0006	0.082	5.99963e-07	4.96749e-07	4.32e-05	0.0004752	1100.33	691.726	1100.26	561.715	202.998	44.9331	880.791	0.995113	0.00488683	0.921468	0.0781893	8.57339e-05	0.000257202	0.160494	0.839506	0	0.0691726	0.0691348	691.726	0.12	0.00766715	0.0248532	0.11185	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.295807	0.5	0	0	0	0	0	0	0	0	0	4.5	3.69191	3.26538	2.66759	1.17498	2.94729	3.35472	9.99764	0.144696	0.301307	0.302137	0.101177	0.250295	0.600706	2.79968	0.315286	0.021327	0.0149446	0.00186577	-0.00708926	-0.00814849	-0.332146
0.23	1	1	1104.7	739.983	-0	0.00710865	0	60	6.30856e-08	0.000999937	0	-0.23	8	0.0006	0.082	5.99962e-07	5.04685e-07	4.32e-05	0.0004752	1104.7	739.983	1104.62	584.946	234.822	42.3811	892.008	0.993056	0.00694444	0.924383	0.0755316	0	8.57339e-05	0.149177	0.850823	0	0.0739983	0.0739679	739.983	0.12	0.00758816	0.0250064	0.112673	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.296161	0.5	0	0	0	0	0	0	0	0	0	4.5	3.8773	3.43515	2.83092	1.26527	3.05205	3.46118	9.91809	0.147564	0.301375	0.302267	0.101267	0.250305	0.603898	2.79332	0.30204	0.0221074	0.0151058	0.00195706	-0.00714711	-0.00818265	-0.322845
0.24	1	1	1108.81	796.217	-0	0.0071134	0	60	6.40013e-08	0.000999936	0	-0.24	8	0.0006	0.082	5.99962e-07	5.1201e-07	4.32e-05	0.0004752	1108.81	796.217	1108.73	607.527	269.325	39.4654	984.812	0.992284	0.00771605	0.91941	0.0801612	0.000257202	0.000171468	0.126543	0.873457	0	0.0796217	0.079584	796.217	0.12	0.00751491	0.0251501	0.113447	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.296543	0.5	0	0	0	0	0	0	0	0	0	4.5	4.09916	3.61841	2.99587	1.35698	3.15447	3.56459	9.84135	0.15029	0.301449	0.302399	0.101359	0.250316	0.606999	2.78719	0.287109	0.0240378	0.0155633	0.00204861	-0.00718994	-0.00820239	-0.313838
0.25	1	1	1112.58	869.608	-0	0.00711806	0	60	6.48465e-08	0.000999935	0	-0.25	8	0.0006	0.082	5.99961e-07	5.18772e-07	4.32e-05	0.0004752	1112.58	869.608	1112.49	628.85	305.38	35.7782	1167.45	0.991255	0.00874486	0.914266	0.085048	0.000257202	0.000428669	0.152263	0.846708	0.00102881	0.0869608	0.0869012	869.608	0.12	0.00744866	0.0252815	0.114155	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.297032	0.5	0	0	0	0	0	0	0	0	0	4.5	4.40448	3.85277	3.17199	1.45001	3.25461	3.66503	9.76787	0.152813	0.301543	0.302541	0.101452	0.250326	0.61001	2.78132	0.26817	0.0275851	0.0170195	0.00215248	-0.00721839	-0.0082085	-0.305142
0.26	1	1	1115.95	947.876	-0	0.00712281	0	60	6.56268e-08	0.000999934	0	-0.26	8	0.0006	0.082	5.99961e-07	5.25014e-07	4.32e-05	0.0004752	1115.95	947.876	1115.85	648.43	341.64	32.2363	1209.98	0.992284	0.00771605	0.909636	0.0898491	8.57339e-05	0.000428669	0.146091	0.853909	0	0.0947876	0.0947352	947.876	0.12	0.00739023	0.0253985	0.114788	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.297629	0.5	0	0	0	0	0	0	0	0	0	4.5	4.73487	4.13871	3.37179	1.54442	3.35257	3.76264	9.69809	0.155085	0.301658	0.302701	0.101546	0.250335	0.612937	2.77574	0.248161	0.029808	0.0191731	0.00228421	-0.00723259	-0.00820141	-0.296773
0.27	1	1	1119.02	1024.72	-0	0.00712757	0	60	6.6347e-08	0.000999934	0	-0.27	8	0.0006	0.082	5.9996e-07	5.30776e-07	4.32e-05	0.0004752	1119.02	1024.72	1118.92	666.757	378.493	28.8023	1323.33	0.992541	0.00745885	0.909636	0.0896776	0.000171468	0.000514403	0.127572	0.872428	0	0.102472	0.102412	1024.72	0.12	0.00733749	0.025505	0.115364	163805	0.0271318	-0.0467804	0.579982	0.710441	-0	0.122677	7.3606	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.298184	0.5	0	0	0	0	0	0	0	0	0	4.5	5.05328	4.40413	3.58857	1.64033	3.44845	3.8575	9.63153	0.157174	0.301764	0.302874	0.101642	0.250345	0.615781	2.77042	0.228912	0.032458	0.0203889	0.0024353	-0.00723248	-0.00818107	-0.288701
