time	aortic_valve_pos	mitral_valve_pos	muscle_length	muscle_stress	muscle_ATP_used_per_liter_per_s	muscle_ATP_concentration	hr_new_beat	hr_heart_rate_bpm	memb_Ca_cytosol	memb_Ca_sr	memb_activation	memb_t_open_left_s	memb_k_serca	memb_k_leak	memb_k_active	memb_J_release	memb_J_uptake	mito_volume	mito_ATP_generated_M_per_liter_per_s	fs_muscle_length	fs_muscle_stress	fs_hs_length	fs_hs_stress_titin	fs_hs_stress_extracellular	fs_hs_stress_viscous	fs_hs_stress_total	fs_hs_a_pop_0	fs_hs_a_pop_1	fs_hs_m_pop_0	fs_hs_m_pop_1	fs_hs_m_pop_2	fs_hs_m_pop_3	fs_hs_c_pop_0	fs_hs_c_pop_1	fs_hs_c_pop_2	fs_sc_extension	fs_sc_last_extension	fs_sc_force	vent_wall_volume	vent_wall_thickness	vent_chamber_radius	vent_chamber_height	vent_n_hs	vent_stroke_work_J	vent_stroke_energy_used_J	vent_efficiency	vent_ejection_fraction	vent_ATP_used_per_s	vent_stroke_volume	vent_cardiac_output	rc_1_C	rc_heart_rate_t_RR_interval_s	rc_2_C	rc_membranes_k_active	rc_3_C	rc_membranes_k_serca	rc_4_C	rc_FiberSim_half_sarcomere_m_state_1_trans_1_param_1	rc_5_C	rc_FiberSim_half_sarcomere_k_on	rc_6_C	rc_circulation_resistance_4	rc_7_C	rc_circulation_compliance_7	baro_active	baro_P_set	baro_A	baro_B	gc_1_prop_signal	gc_1_deriv_signal	gc_1_output	gc_1_slope	gc_2_prop_signal	gc_2_deriv_signal	gc_2_output	gc_2_slope	growth_active	circ_blood_volume	pressure_0	pressure_1	pressure_2	pressure_3	pressure_4	pressure_5	pressure_6	volume_0	volume_1	volume_2	volume_3	volume_4	volume_5	volume_6	flow_0	flow_1	flow_2	flow_3	flow_4	flow_5	flow_6
0.11	1	1	1033.26	263.395	-0	0.00705218	0	60	4.389e-08	0.000999956	0	-0.11	8	0.0006	0.082	5.99974e-07	3.5112e-07	4.32e-05	0.0004752	1033.26	263.395	1033.24	281.683	21.2902	78.1653	426.674	0.995113	0.00488683	0.935014	0.0649005	0	8.57339e-05	0.391975	0.605967	0.00205761	0.0263395	0.0263068	263.395	0.12	0.00906795	0.0224052	0.0989479	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.292177	0.5	0	0	0	0	0	0	0	0	0	4.5	1.91967	1.51645	0.984188	0.332746	1.62393	1.95022	11.0708	0.104031	0.300608	0.30079	0.100334	0.250163	0.558596	2.88548	0.457555	0.0201611	0.0133065	0.000814302	-0.00516473	-0.00652575	-0.456027
0.12	1	1	1040.94	287.91	-0	0.00705693	0	60	4.62816e-08	0.000999954	0	-0.12	8	0.0006	0.082	5.99972e-07	3.70253e-07	4.32e-05	0.0004752	1040.94	287.91	1040.91	307.806	27.6389	75.2075	412.997	0.995113	0.00488683	0.932099	0.0678155	8.57339e-05	0	0.408436	0.589506	0.00205761	0.028791	0.028766	287.91	0.12	0.00888758	0.0226953	0.100452	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.292469	0.5	0	0	0	0	0	0	0	0	0	4.5	2.02056	1.65794	1.13847	0.394564	1.75854	2.09787	10.958	0.108365	0.300664	0.300913	0.100396	0.250176	0.563023	2.87646	0.446872	0.0181314	0.0129865	0.000929888	-0.00545591	-0.0067866	-0.443007
0.13	1	1	1048.25	329.27	-0	0.00706159	0	60	4.84893e-08	0.000999952	0	-0.13	8	0.0006	0.082	5.99971e-07	3.87915e-07	4.32e-05	0.0004752	1048.25	329.27	1048.21	333.855	35.3954	70.6931	511.266	0.992541	0.00745885	0.923868	0.076046	0	8.57339e-05	0.416667	0.580247	0.00308642	0.032927	0.0328906	329.27	0.12	0.00872107	0.0229689	0.101877	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.292788	0.5	0	0	0	0	0	0	0	0	0	4.5	2.22806	1.81161	1.28759	0.460251	1.89014	2.24116	10.8484	0.112568	0.300726	0.301032	0.100462	0.250189	0.56732	2.8677	0.431019	0.0208226	0.0131003	0.00103418	-0.00571956	-0.0070204	-0.430364
0.14	1	1	1055.18	356.729	-0.000460799	0.00706625	0	60	5.05273e-08	0.000999949	0	-0.14	8	0.0006	0.082	5.9997e-07	4.04218e-07	4.32e-05	0.0004752	1055.18	356.729	1055.14	359.732	44.7238	68.1451	482.102	0.99537	0.00462963	0.92061	0.0793038	8.57339e-05	0	0.425926	0.572016	0.00205761	0.0356729	0.0356479	356.729	0.12	0.00856781	0.0232262	0.103222	163805	0.0317102	-0.0607149	0.522281	0.710551	-5.52959e-05	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.293114	0.5	0	0	0	0	0	0	0	0	0	4.5	2.33627	1.96922	1.44063	0.529491	2.01879	2.38023	10.7422	0.116624	0.300789	0.301155	0.100531	0.250202	0.571489	2.85921	0.420298	0.0183524	0.0132147	0.00113893	-0.00595719	-0.00722881	-0.4181
0.15	1	1	1061.84	393.504	-0	0.007071	0	60	5.24085e-08	0.000999948	0	-0.15	8	0.0006	0.082	5.99969e-07	4.19268e-07	4.32e-05	0.0004752	1061.84	393.504	1061.8	385.721	55.9662	64.6708	597.142	0.994599	0.00540123	0.921125	0.0783608	0.000342936	0.000171468	0.424897	0.574074	0.00102881	0.0393504	0.0393096	393.504	0.12	0.0084245	0.0234715	0.104509	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.29339	0.5	0	0	0	0	0	0	0	0	0	4.5	2.4952	2.10238	1.58765	0.601982	2.14454	2.5152	10.6389	0.120585	0.300842	0.301272	0.100603	0.250215	0.575536	2.85095	0.407183	0.0196414	0.0128682	0.00123208	-0.00617023	-0.00741316	-0.406183
0.16	1	1	1068.09	440.902	-0	0.00707566	0	60	5.41451e-08	0.000999946	0	-0.16	8	0.0006	0.082	5.99968e-07	4.33161e-07	4.32e-05	0.0004752	1068.09	440.902	1068.05	411.157	69.0269	60.8648	613.058	0.993313	0.00668724	0.919925	0.079904	0	0.000171468	0.427984	0.572016	0	0.0440902	0.0440557	440.902	0.12	0.00829361	0.0236997	0.105711	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.29379	0.5	0	0	0	0	0	0	0	0	0	4.5	2.71659	2.29537	1.73926	0.677411	2.26745	2.6462	10.539	0.124356	0.30092	0.301394	0.100679	0.250227	0.579463	2.84296	0.39112	0.021061	0.0139027	0.00132732	-0.00636016	-0.00757499	-0.394639
0.17	1	1	1074.03	477.111	-0	0.00708042	0	60	5.57482e-08	0.000999944	0	-0.17	8	0.0006	0.082	5.99967e-07	4.45986e-07	4.32e-05	0.0004752	1074.03	477.111	1073.98	436.386	84.244	58.2655	559.858	0.99537	0.00462963	0.917867	0.0819616	0.000171468	0	0.410494	0.589506	0	0.0477111	0.0476945	477.111	0.12	0.00817218	0.0239153	0.10685	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.294142	0.5	0	0	0	0	0	0	0	0	0	4.5	2.86285	2.46487	1.89793	0.755619	2.38759	2.77336	10.4423	0.127992	0.300987	0.301521	0.100757	0.250239	0.583276	2.83523	0.37897	0.0198991	0.0141734	0.00142789	-0.00652788	-0.0077154	-0.383445
0.18	1	1	1079.73	519.144	-0	0.00708517	0	60	5.7228e-08	0.000999943	0	-0.18	8	0.0006	0.082	5.99966e-07	4.57824e-07	4.32e-05	0.0004752	1079.73	519.144	1079.68	461.581	101.974	55.1661	766.312	0.992798	0.00720165	0.912551	0.0871056	0	0.000342936	0.372428	0.624486	0.00308642	0.0519144	0.051865	519.144	0.12	0.00805824	0.0241209	0.10794	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.294437	0.5	0	0	0	0	0	0	0	0	0	4.5	3.03173	2.607	2.05323	0.836378	2.50503	2.8968	10.3483	0.131531	0.301044	0.301645	0.100838	0.250251	0.586977	2.82771	0.365827	0.0212366	0.0138442	0.00152107	-0.0066746	-0.00783539	-0.372574
0.19	1	1	1085.1	565.13	-0	0.00708992	0	60	5.85941e-08	0.000999941	0	-0.19	8	0.0006	0.082	5.99965e-07	4.68753e-07	4.32e-05	0.0004752	1085.1	565.13	1085.04	486.239	122.026	52.2111	877.727	0.992284	0.00771605	0.911351	0.087963	8.57339e-05	0.000600137	0.385802	0.61214	0.00205761	0.056513	0.0564505	565.13	0.12	0.00795333	0.0243131	0.108962	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.294814	0.5	0	0	0	0	0	0	0	0	0	4.5	3.22084	2.78814	2.21107	0.919428	2.61982	3.01663	10.2575	0.134902	0.301117	0.301771	0.100921	0.250262	0.59057	2.82046	0.351833	0.0216348	0.0144267	0.00161456	-0.00680157	-0.00793622	-0.362043
0.2	1	1	1090.06	636.981	-0	0.00709467	0	60	5.98551e-08	0.00099994	0	-0.2	8	0.0006	0.082	5.99964e-07	4.78841e-07	4.32e-05	0.0004752	1090.06	636.981	1090	509.898	144.034	47.6233	859.095	0.990998	0.00900206	0.909122	0.0903635	0.000171468	0.000342936	0.402263	0.592593	0.00514403	0.0636981	0.0636537	636.981	0.12	0.00785816	0.02449	0.109906	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.295313	0.5	0	0	0	0	0	0	0	0	0	4.5	3.55409	3.02816	2.38064	1.00463	2.73203	3.13298	10.1703	0.138056	0.301213	0.301907	0.101006	0.250273	0.594058	2.81348	0.330809	0.0262962	0.016188	0.00172001	-0.00690962	-0.00801891	-0.351864
0.21	1	1	1094.71	686.857	-0	0.00709942	0	60	6.10191e-08	0.000999939	0	-0.21	8	0.0006	0.082	5.99963e-07	4.88153e-07	4.32e-05	0.0004752	1094.71	686.857	1094.64	532.855	168.239	45.029	952.625	0.993313	0.00668724	0.908779	0.0907922	0	0.000428669	0.419753	0.576132	0.00411523	0.0686857	0.0686325	686.857	0.12	0.00777069	0.0246549	0.110787	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.295759	0.5	0	0	0	0	0	0	0	0	0	4.5	3.75445	3.24257	2.56677	1.09198	2.84176	3.24597	10.0864	0.141044	0.301299	0.302056	0.101094	0.250284	0.597446	2.80678	0.316595	0.0255939	0.0168951	0.00184349	-0.00699913	-0.00808408	-0.342019
0.22	1	1	1099.07	750.161	-0	0.00710418	0	60	6.20937e-08	0.000999938	0	-0.22	8	0.0006	0.082	5.99963e-07	4.96749e-07	4.32e-05	0.0004752	1099.07	750.161	1099	555.089	194.582	41.5244	1051.9	0.990226	0.00977366	0.90072	0.098251	0.000428669	0.000600137	0.403292	0.593621	0.00308642	0.0750161	0.0749557	750.161	0.12	0.00769006	0.0248088	0.111611	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.296215	0.5	0	0	0	0	0	0	0	0	0	4.5	4.02333	3.46122	2.75723	1.18139	2.9491	3.35571	10.0055	0.143873	0.301387	0.302209	0.101183	0.250295	0.600736	2.80032	0.299111	0.0281055	0.0175996	0.0019698	-0.00707083	-0.00813219	-0.332492
0.23	1	1	1102.98	836.214	-0.000460799	0.00710865	0	60	6.30856e-08	0.000999937	0	-0.23	8	0.0006	0.082	5.99962e-07	5.04685e-07	4.32e-05	0.0004752	1102.98	836.214	1102.9	575.655	221.668	36.9586	1009.13	0.993056	0.00694444	0.892318	0.107167	0.000171468	0.000342936	0.400206	0.597737	0.00205761	0.0836214	0.0835868	836.214	0.12	0.00761881	0.0249463	0.112349	163805	0.0317102	-0.0607149	0.522281	0.710551	-5.52959e-05	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.296843	0.5	0	0	0	0	0	0	0	0	0	4.5	4.41338	3.76239	2.9655	1.27277	3.05411	3.46231	9.92863	0.146434	0.301507	0.302376	0.101275	0.250306	0.603932	2.79417	0.275762	0.0325495	0.019922	0.00211592	-0.00712538	-0.00816403	-0.323316
0.24	1	1	1106.57	890.878	-0	0.00711331	0	60	6.40013e-08	0.000999936	0	-0.24	8	0.0006	0.082	5.99962e-07	5.1201e-07	4.32e-05	0.0004752	1106.57	890.878	1106.48	595.083	249.876	34.8437	1041.3	0.992798	0.00720165	0.901063	0.0985082	8.57339e-05	0.000342936	0.402263	0.597737	0	0.0890878	0.0890577	890.878	0.12	0.00755436	0.0250721	0.113026	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.2974	0.5	0	0	0	0	0	0	0	0	0	4.5	4.63108	4.02917	3.19429	1.3662	3.15691	3.5659	9.85518	0.148806	0.301614	0.302559	0.101368	0.250316	0.607038	2.7883	0.261205	0.0300952	0.0208721	0.00228511	-0.00716285	-0.00817991	-0.314464
0.25	1	1	1110.04	919.49	-0	0.00711806	0	60	6.48465e-08	0.000999935	0	-0.25	8	0.0006	0.082	5.99961e-07	5.18772e-07	4.32e-05	0.0004752	1110.04	919.49	1109.95	614.348	280.5	34.142	1106.36	0.992798	0.00720165	0.902778	0.0966221	0.000257202	0.000342936	0.391975	0.606996	0.00102881	0.091949	0.0919116	919.49	0.12	0.00749304	0.0251931	0.113678	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.297756	0.5	0	0	0	0	0	0	0	0	0	4.5	4.70961	4.19948	3.41916	1.46161	3.25759	3.66659	9.78417	0.151112	0.301681	0.302739	0.101464	0.250326	0.610057	2.78262	0.253728	0.0255064	0.019508	0.00244694	-0.00718391	-0.00818005	-0.305879
0.26	1	1	1113.35	961.847	-0	0.00712263	0	60	6.56268e-08	0.000999934	0	-0.26	8	0.0006	0.082	5.99961e-07	5.25014e-07	4.32e-05	0.0004752	1113.35	961.847	1113.26	633.272	313.29	32.379	1110.82	0.99537	0.00462963	0.896091	0.103567	0	0.000342936	0.382716	0.617284	0	0.0961847	0.0961549	961.847	0.12	0.00743505	0.0253085	0.114301	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.298098	0.5	0	0	0	0	0	0	0	0	0	4.5	4.8593	4.3629	3.62482	1.55864	3.35618	3.76446	9.71545	0.153335	0.301746	0.302903	0.101561	0.250336	0.612992	2.77713	0.242807	0.02482	0.0184521	0.00258272	-0.00719016	-0.00816551	-0.29755
0.27	1	1	1116.53	995.937	-0	0.00712738	0	60	6.6347e-08	0.000999934	0	-0.27	8	0.0006	0.082	5.9996e-07	5.30776e-07	4.32e-05	0.0004752	1116.53	995.937	1116.43	651.876	348.321	31.1833	1134.29	0.990998	0.00900206	0.900549	0.0990226	0.000171468	0.000257202	0.390947	0.609053	0	0.0995937	0.099566	995.937	0.12	0.00738014	0.0254188	0.114897	163805	0.0317102	-0.0607149	0.522281	0.710551	-0	0.122742	7.36453	0.5	1	0.5	0.082	0.5	8	0.5	30	0.5	5e+08	0.5	800	0.5	0.08	0	90	0.298406	0.5	0	0	0	0	0	0	0	0	0	4.5	4.96552	4.50994	3.81562	1.65693	3.45271	3.8596	9.64893	0.155481	0.301805	0.303055	0.101659	0.250345	0.615844	2.77181	0.23417	0.0227791	0.0173581	0.00269836	-0.0071831	-0.00813782	-0.289467
